platform,content_id,aid,crawl_mode,user_name,user_id,comment_text,like_count,reply_count,comment_time,rpid
bilibili,BV1TpjQ6TEQz,116802608695925,hot,亚连沃克不打碟,253315753,到底从什么时候开始感觉明星都不正常，就不能来点正常人吗，或者讲话做事情能不能过点脑子，有些话讲出来很明显会让大部分人反感的，譬如抑郁症那个，不舒服那个，不累这个，甚至挑衅观众那个黑雪公主也是。[笑哭][笑哭][笑哭]还是我自己的问题，不应该计较那么多,49,5,2026-06-24 11:52:12,303687579409
bilibili,BV1TpjQ6TEQz,116802608695925,hot,内涵的诗人-腾零,156947664,看完只觉得她像是人生开挂了一样，背后绝对有靠山而且还是很大的靠山，让她能够各种肆意妄为，各种资源倾斜，各种偏袒优待,54,0,2026-06-24 11:50:51,303687540241
bilibili,BV1TpjQ6TEQz,116802608695925,hot,ArcadiaeViator,518747161,无才无德颜值一般竟然能同时卖给这么多权势人物，白鹿也真是个人物了。是不是那些男人美女玩腻了开始喜欢搞GAY了,3,0,2026-06-24 17:07:22,303714416609
bilibili,BV1TpjQ6TEQz,116802608695925,hot,bili_355370667,355370667,这算不算精神小妹崩老头的天花板，白鹿这得带坏多少小孩,94,0,2026-06-24 13:54:05,303699188385
bilibili,BV1TpjQ6TEQz,116802608695925,hot,天晴不见雪,660086100,粉随正主，真是牛啤[热],81,6,2026-06-24 11:20:48,306797729328
bilibili,BV1TpjQ6TEQz,116802608695925,hot,Coups的佳,246175238,所以她的嘴为啥那样？[无语],158,8,2026-06-24 10:08:35,306791919840
bilibili,BV1TpjQ6TEQz,116802608695925,hot,错版河图,44951494,00:36 此处白的粉丝说是眼保健操，笑嘻了,485,7,2026-06-24 10:17:00,303680031009
bilibili,BV1TpjQ6TEQz,116802608695925,hot,想取得名字都已存在,1062368511,现在不是不允许演双男主文了吗？为什么白鹿还可以呀[doge]背后金主真的还是挺给力的，该保的时候就保。,36,0,2026-06-24 14:59:24,306817649456
bilibili,BV1TpjQ6TEQz,116802608695925,hot,包了个包子1213446,276899015,江苏这个事，如果纪委下来查，白鹿估计包进去,11,0,2026-06-24 15:33:41,306820332032
bilibili,BV1TpjQ6TEQz,116802608695925,hot,expelliarmuss-,1229607946,受不了，看到的全是她的牙，演戏的时候牙最用力,25,1,2026-06-24 13:54:13,306812614912
bilibili,BV1TpjQ6TEQz,116802608695925,hot,一个成熟的柚子,14014844,前几年长月烬明出的时候，白鹿和罗云熙就被喷惨了，我记得那时候白鹿就被扒了b站一片骂声，结果之后罗云熙没咋看到了，白鹿一点影响也没[喜极而泣][喜极而泣],10,0,2026-06-24 17:53:41,306832433056
bilibili,BV1TpjQ6TEQz,116802608695925,hot,无敌阿笑笑笑,38092585,之前一直分不清李一桐和白鹿，现在只觉得李一桐好美,21,1,2026-06-24 11:00:14,303683360433
bilibili,BV1TpjQ6TEQz,116802608695925,hot,姬星玲音,8097174,现在所有的瓜串联起来，我好像知道他为什么一直强调自己是个男的,2,0,2026-06-24 19:26:18,303728363777
bilibili,BV1TpjQ6TEQz,116802608695925,hot,8個鴨肉,3493108576684885,一開始的露絲好可愛呀 求求他回歸原本的樣子好嗎🥹,34,5,2026-06-24 16:09:57,303709544481
bilibili,BV1TpjQ6TEQz,116802608695925,hot,落沧渊无影,1031583038,像太妹。,4,1,2026-06-24 14:33:29,306815728384
bilibili,BV1TpjQ6TEQz,116802608695925,hot,截图导师克苏恩,350287870,这个场面当年巨出名，各大up全都吐槽[笑哭],247,1,2026-06-24 16:10:21,303709505137
bilibili,BV1TpjQ6TEQz,116802608695925,hot,驯狗达人速成记,3546720208161046,其实娱乐圈都这样 内娱现在连个高中以上学历都没有的男女明星还少啊[笑哭][笑哭],41,2,2026-06-24 16:47:40,306826278496
bilibili,BV1TpjQ6TEQz,116802608695925,hot,谜之铲屎官,14730884,我以为会扒一扒她为啥资源那么好，结果没啥新鲜东西。感觉她有点女版刘宇宁？都是没啥背景但是在圈内很吃得开,2,0,2026-06-24 19:25:38,303728282561
bilibili,BV1TpjQ6TEQz,116802608695925,hot,14943821906_bili,337119577,我上面有人,545,0,2026-06-24 11:00:26,303683276737
bilibili,BV1TpjQ6TEQz,116802608695925,hot,普朗克洞潜,112227540,这种精神小妹崩老头最狠了,5,0,2026-06-24 16:43:16,306825864208
bilibili,BV1TpjQ6TEQz,116802608695925,hot,一墨鱼鱼鱼鱼,24512175,到底有什么办法能够再也刷不到他……这种热闹我又很想凑。毕竟热一。难道真的要看到过年吗？[笑哭][笑哭][笑哭],77,5,2026-06-24 15:36:24,303706894385
bilibili,BV1TpjQ6TEQz,116802608695925,hot,浪浪福福,85683951,他是男的。不是高干女主= =是男人,44,2,2026-06-24 10:41:55,303681928993
bilibili,BV1TpjQ6TEQz,116802608695925,hot,MoCuishle老莫,441015559,虽然吧，但是她（他）真的是我们常州人[笑哭],115,13,2026-06-24 10:18:34,303680062401
bilibili,BV1TpjQ6TEQz,116802608695925,hot,花开半夏重逢何时,383703507,bl真不知道她凭啥火的,2,0,2026-06-24 15:52:10,306821599824
bilibili,BV1TpjQ6TEQz,116802608695925,hot,就不答题,503979036,凤囚凰我是冲着宋威龙和关晓彤谈恋爱去看的，结果后半段杀出了赵露思和白鹿，给我干蒙圈弃剧了,74,5,2026-06-24 11:33:37,306798965040
bilibili,BV1TpjQ6TEQz,116802608695925,hot,铁胆神猴12138,1990368152,其实说明他们圈子内的嘴还是挺紧的，这么多年没让老百姓知道,17,1,2026-06-24 14:18:33,303701094273
bilibili,BV1TpjQ6TEQz,116802608695925,hot,十肆木笔,1037710833,观察好久了，为什么她讲话嘴唇是撅出来的，试了下这样压根讲不了几句嘴唇就绷的难受,392,16,2026-06-24 10:34:15,306793964688
bilibili,BV1TpjQ6TEQz,116802608695925,hot,quliquliq,3546738939922989,难怪现在黑她的这么多，太狂了[笑哭],67,8,2026-06-24 10:12:53,303679753185
bilibili,BV1TpjQ6TEQz,116802608695925,hot,啊啊嘎嘎嘎哈哈,492188119,bl长得好像以前那个dy很火的针对中老年的博主啊,19,2,2026-06-24 15:36:42,306820504128
bilibili,BV1TpjQ6TEQz,116802608695925,hot,斗斗萌,25121358,看三分之一看不下去了，溜了溜了。希望她退圈。,12,0,2026-06-24 10:21:46,306792874112
bilibili,BV1TpjQ6TEQz,116802608695925,hot,浅睡の狈,137346558,白鹿的首字母就是bl，双男主剧不是很合理吗，有什么好大惊小怪的,15,0,2026-06-24 19:03:31,303725901153
bilibili,BV1TpjQ6TEQz,116802608695925,hot,-熹妃回宫,3546616671766935,记下来，如男人一般就会事业运爆棚[OK]bushi,4,0,2026-06-24 18:02:24,306833369360
bilibili,BV1TpjQ6TEQz,116802608695925,hot,泡泡泡泡大鲨鱼,588872019,背后真有人,4,0,2026-06-24 17:49:36,306831918336
bilibili,BV1TpjQ6TEQz,116802608695925,hot,wykane,33977645,原来她的症状一直这么稳定,9,1,2026-06-24 12:22:41,306803656512
bilibili,BV1TpjQ6TEQz,116802608695925,hot,lancer李,10931322,吊州的,2,0,2026-06-24 15:17:14,306819060912
bilibili,BV1TpjQ6TEQz,116802608695925,hot,day--_--dream,1976560555,感觉这期不是很深入啊，圆子下期能不能上强度,2,0,2026-06-24 18:56:00,303725200641
bilibili,BV1TpjQ6TEQz,116802608695925,hot,-聊赖-,389750932,有人问他为什么经常出事一段时间之后马上资源又恢复了，答案不就在弹幕和评论区，即使他这么多事被爆出来还有人坚持说这没什么问题呢,3,0,2026-06-24 19:38:26,306843557680
bilibili,BV1TpjQ6TEQz,116802608695925,hot,十月初五的目光,10955275,因为这样的人上位，好演员才没戏拍，坚决抵制[嫌弃],60,0,2026-06-24 12:23:26,303690709201
bilibili,BV1TpjQ6TEQz,116802608695925,hot,祂不在的星期八,10980010,我真好奇现在的这种仙侠剧脸特别白特别假妆造也不行，真有人看吗[笑哭]光看up截取的一段，粗制滥造的感觉扑面而来,4,0,2026-06-24 10:19:39,306792813904
bilibili,BV1TpjQ6TEQz,116802608695925,hot,网友小魏_,98374117,美美美[星星眼],579,12,2026-06-24 10:30:20,306793641168
bilibili,BV1TpjQ6TEQz,116802608695925,hot,一平为方,1413450608,德不配位，好资源全让他糟蹋了，好演员没剧本没戏拍，不影视寒冬才怪,60,0,2026-06-24 10:50:27,306795110336
bilibili,BV1TpjQ6TEQz,116802608695925,hot,小风一刮舒服,85315768,[热词系列_爱了爱了],51,2,2026-06-24 19:00:59,303725649521
bilibili,BV1TpjQ6TEQz,116802608695925,hot,闲得好我,225540510,没人觉得她其实和谢娜有着异曲同工之妙吗,4,0,2026-06-24 18:33:27,306836572288
bilibili,BV1TpjQ6TEQz,116802608695925,hot,圆耳兔番,21515441,她的长相特别招老头，抖音有一个女主播跟她长得一模一样，直播间全是老头刷礼物，挣了好多了,6,0,2026-06-24 14:58:48,306817570592
bilibili,BV1TpjQ6TEQz,116802608695925,hot,Namine纳米粒,333924784,“我太顺了哥哥”,166,0,2026-06-24 10:12:25,303679741889
bilibili,BV1TpjQ6TEQz,116802608695925,hot,好吃大樱桃,3706961604381160,虽然茶不该被污名化，但是白鹿真是汉子茶[藏狐],2,0,2026-06-24 14:09:28,303700494929
bilibili,BV1TpjQ6TEQz,116802608695925,hot,人蛋子子,416465861,怪不得也是最近才认识白鹿，原来她的剧我一个没看过，我以为就是个拍综艺的,6,0,2026-06-24 17:45:22,303717936817
